,vid_id,title,description,published,view_count,like_count,comment_count,title_length,reactions
55,JzdVPnCSSuo,Algorithmic Trading in Python - MACD: Construction and Backtest,"Thanks a lot for watching :-) Please subscribe to the channel if you enjoyed the video.
Disclaimer: This is video is not an investment advice. It is for educational and entertainment purposes only.

In this video we are constructing the MACD indicator, visualize trading signals and backtest the strategy with Python.

If you have any questions or want to provide feedback be kindly invited to let me know in the comments below.

Previous video on crossover moving averages:
https://youtu.be/cwEORaERl2o

Regarding the adjust=False point:
https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.ewm.html

Video where I am going into more details about EMAs:
https://youtu.be/pB8eJwg7LJU

The main point of using EMAs is to give more recent data points a larger weighting.

Further reading (high level):
https://www.investopedia.com/terms/e/ema.asp

The 12/26/9 values are overall accepted standardized values but you can make amendments if you want.

0:00 - 02:43 Explanation of the strategy
02:43 - 03:20 Pulling online stock price data
03:20 - 06:07 Adding the MACD indicators
06:07 - 07:08 Plot MACD and signal line
07:08 - 10:41 Get Buying and Selling signals
10:41 - 14:15 Plot Buying and Selling signals
14:15 - 21:22 Backtest
21:22 - 24:27 Long term backtest",2021-04-25T16:57:57Z,15171,420,86,63,592
56,YIsKSQh1xpY,Trading strategy and Backtest with Python & SQL [MOMENTUM in the INDIAN stock market],"Please subscribe to the channel :-) It is free for you and is helping me a lot.

Disclaimer: This video is no investment advice and is for educational and entertainment purposes only.

Momentum is widely discussed in academia. Please check my other videos on Momentum for academic references.

Momentum in the Dow Jones:
https://youtu.be/dnrJ4zwCADM

Momentum in the S&P500:
https://youtu.be/5W_Lpz1ZuTI

Videos on SQL & Python:
https://youtu.be/5bUn-D4eL4k

Short term reversal:
https://youtu.be/xpP048vfNrg

0:00 - 01:46 Strategy explanation and prerequisites
01:46 - 3:49 Online data request (yfinance)
3:49 - 4:28 Create a SQL database
4:28 - 06:56 Populating the SQL Database with Python
06:56 - 10:44 Example of requesting data out of the SQL database
10:44 - 16:44 Mass request of all SQL tables and all necessary data manipulations
16:44 - 16:52 Final dataframe
16:52 - 25:35 Momentum strategy with a single formation date
25:35 -  27:54 Construct the momentum function
27:54 - 34:46 Backtest the strategy",2021-04-17T10:29:00Z,9715,355,76,85,507
57,5bUn-D4eL4k,Create your own Finance DataBase with Python & SQL [perfect for backtesting trading strategies],"Hi everyone,
this video shows how you can create your own finance database using Python and SQL. 
This video is important as I might(!) use my own SQL databases in future trading strategies and I can refer to this video where I got my data from.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

As said in the video if you are using MySQL / MS SQL Server / Postgres instead of the create engine function you need to create a schema. Let me know if you need support with that.

Please subscribe and like this video if this was helpful. Thank you very much in advance!

Python and SQL videos:
basics:
https://youtu.be/pU53JUhSnkY
more importantly:
https://youtu.be/OjMDXTlVOYU


0:00 - 04:55 Getting and preparing the data with yfinance
04:55 - 06:50 Create the database engine (SQLITE! Please listen to my comments or read video description for other DB systems)
06:50 - 10:45 Transfer the data to the SQL database
10:45 - 11:20 Taking a look at the Database (SQLite browser is used)
11:20 - 14:01 Requesting data from the database",2021-04-11T12:20:11Z,13360,401,60,95,521
58,OjMDXTlVOYU,Pandas Dataframes and SQL [How to write dataframes into a sql database/get sql table to dataframe],"In this video I am showing how to get sql data into Pandas dataframes and also how to store dataframes into sql databases. I am working with SQLite in this video.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

More information for other Database systems (e.g. MySQL or MS SQL server  or Postgres):
https://docs.sqlalchemy.org/en/14/core/engines.html

Check out my introductory video on Python and SQL:
https://youtu.be/pU53JUhSnkY

Please be so kind subscribing and liking the video in case it was helpful.

0:00 - 0:55 Intro
0:55 - 02:08 Create DB engine (read description for other DB)
02:08 - 03:49 read_sql (Both whole table and SQL syntax possible)
03:49 - 08:32 to_sql (and possible errors/mistakes/pains)
08:32 - 10:20 Pull and store financial data in a sql db
10:20 - 11:04 Outro / Potential topics

#Pandas #SQL #Python",2021-04-02T19:50:44Z,21324,496,63,98,622
59,BhOdgrxWi5c,Intraday Trading Strategy in Python [Trend following] incl. 1 month Backtest,"Hi everyone,
in this video I am introducing a simple Intraday Trading strategy and build and backtest that in Python.
There are a lot of other strategies so if you are interested in this topic be kindly invited to drop me a like or comment.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

0:00 - 01:49 Strategy Explanation (
01:50 - 02:48 Getting intraday data with Python
02:48 - 14:28 Constructing the explained strategy inside a function
14:28 - 20:58 Backtesting over March

Disclaimer: This video is no investment advice and is for educational and entertainment purposes only.

#Python #Algotrading #Intraday",2021-03-29T20:13:22Z,12786,354,83,76,520
60,W04e55UnJAk,How To Build A Professional Technical Trading Chart With Python [Candle Sticks / Moving Averages],"Hi everyone,
I found this pretty awesome easy to use library while constructing another trading strategy. Check it out and let me know what you think :-)

Video on a simple crossover strategy:
https://youtu.be/cwEORaERl2o

#Python #TechnicalAnalysis #Candlestickchart",2021-03-20T14:15:52Z,2882,140,25,97,190
61,pU53JUhSnkY,How to connect Python with a SQL database [SQLITE] | perfect for beginners,"Learn how to connect Python to a SQL database using the sqlite library.
I am planning on another one covering topics like data frame handling in SQL which I consider to be pretty important and I think ORM is also an interesting topic.

Forgot an important thing: Close the connection once you are done with your stuff:

connection.close()

If you have any questions please feel free to drop me comment.

Thank you very much for watching :-)


You can download the DB Browser here: 
https://sqlitebrowser.org

Regarding bad practice:
There is a much better way to use OOP in connection with databases which is referred to as ORM (object-relational mapping). I will do a video on that in the future.

0:00 - 0:47 Brief Introductory Talk (skippable)
0:47 -  02:22 Connecting Python with a new database
02:22 - 03:25 Sqlite Datatypes
03:25 - 04:35 DB Browser (Database ""Interface"" - optional!)
04:35 - 06:40 Create Tables
06:40 - 08:30 Insert Values into a Table
08:30 - 09:35 Querying the Database (SELECT statement)
09:35 - 11:05 fetchall() and fetchone() / multiple rows
11:05 - 11:28 Iterating over the cursor
11:28 - 12:55 Inserting Python variables into a SQL table
12:55 - 13:58 Flexible inputs 
13:58 - 15:40 Using a constructor (OOP) to fill tables (bad practice see description)
15:40 - 16:01 Up Next / Thanks for watching :-)",2021-03-18T21:15:48Z,8773,281,47,74,375
62,tGkZ9EARwzk,How to install TENSORFLOW 2 in ANACONDA [works for M1 MacBook & Windows],"Hi everyone,
in this video I am showing you a possible way to install Tensorflow in Anaconda. In the end I am also covering how to make it work in Jupyter. 

Have fun using it :-) 

This is working both on the M1 Silicon Mac and on a windows system.

0:00 - 2:18 Installation
02:18 - 02:29 Test if it works 
02:29 - 03:14 Just skip this :-D
03:14 - 03:40 Test if it works 
03:40 - 06:05 Setting up Jupyter in the new Environment

#Tensorflow #M1 #Anaconda",2021-03-15T20:42:26Z,10351,237,110,72,457
63,BGG4t8VvlMo,How To Get a Dividend EACH Month Using Python [Dividend Scraper],"Hi everyone,
in this video we are going to scrape dividends to get an overview of when stocks are paying dividends in each month. This is getting the Ex-Dividend Date. In the US the payment date is usually roughly 1 month after the ex date so if you wanna have the payment date you would need to add up a month to that.

Feel free to use that on the S&P500 (working as well) or your home index. Let me know your thoughts in the comments below :-)

If you like my content please support my channel by subscribing, liking and comment on my videos. It's for free :-) Thanks a lot in advance.

Disclaimer: This is no investment advice. Video is for educational and entertainment purposes only.

#Python #DividendInvesting #Finance",2021-03-13T18:57:16Z,2912,139,36,64,211
64,ZUQEd22oNek,Fundamental Analysis of Stocks with Python,"Hi everyone,
in this video we are going to take a look at analyzing stocks using fundamental analysis with Python. We are scraping financials via the Yahoo Finance API  and utilizing the data. We are doing a peer group comparison and find the highest dividend payers (in terms of dividend yield) in the Dow Jones.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Video on getting tickers from wikipedia:
https://youtu.be/5W_Lpz1ZuTI

Check out my Python for Finance stuff!
https://youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY

Disclaimer:  
This video is no investment advice. It is for educational and entertainment purposes only.

#Python #FundamentalAnalysis #Stockmarket",2021-03-06T14:20:29Z,10862,379,44,42,467
65,xpP048vfNrg,How To Build a Trading Strategy in Python [SHORT TERM REVERSAL] - Backtest included,"Hi everyone,
in this video we are going through the short term reversal strategy and construct and backtest that in Python. I have already referenced to the short term reversal effect which we excluded in the momentum video.

This paper is pretty nicely summarizing the topic in the Introduction:

https://www.newyorkfed.org/medialibrary/media/research/staff_reports/sr513.pdf

List of all academic references can be found here:
https://link.springer.com/chapter/10.1057/9781137359070_7

The grandfathers of this strategy:

Fama (1965)
Jegadeesh (1990)

Disclaimer: This is not an investment advice. The video ist for educational and entertainment purposes only!


#Python #Trading #AlgoTrading",2021-02-28T18:13:34Z,5511,177,50,83,277
66,bo2m3YOyjqQ,INVESTING in GERMAN stocks - Overview of the stock market and Indices [DAX] and Index CHANGES 2021,"Disclaimer: This is not an investment advice. The video is for educational and entertainment purposes only. I might be invested in the mentioned stocks.

In this video I am introducing the German stock market and giving the most important information to get started invested in Germany. Having German stocks is essential for an international portfolio. 

I am also talking about the upcoming change in the German equity market in September 2021.

Let me know what you think in the comments below.

Resources:
The historical performance was taken via Python using the Yahoo Finance API (check out videos on my channel how to do that). The chart was visualized with Matplotlib.

Facts about Frankfurt Stock Exchange
https://www.investopedia.com/terms/f/frankfurt-stock-exchange-fra-.f.asp

German shareholder share:
https://dai.de/files/dai_usercontent/dokumente/Statistiken/MAR%202013_Factbook_08_6_Aktionaersstruktur_Laendervergleich.pdf

Largest stock exchanges worldwide:
https://www.statista.com/statistics/270126/largest-stock-exchange-operators-by-market-capitalization-of-listed-companies/

Index change:
https://deutsche-boerse.com/dbg-en/media/press-releases/German-benchmark-index-DAX-will-be-strengthened-by-additional-qualification-criteria-and-harmonization-with-international-standards-2350430

Fast entry, regular entry, fast exit regular exit further information:
https://www.dax-indices.com/document/News/2018/November/Equity_L_9_2_3_d.pdf

Unfortunately only in German but just pull it into a translation platform. Let me know if you need support for that.


#Investing #DAX #Germanstocks #Indexchange",2021-02-20T18:53:28Z,2185,61,21,98,103
67,pB8eJwg7LJU,How to build a RSI Trading Strategy and Backtest over 500 stocks in Python [70% Winning Rate],"Disclaimer: This video is no Investment advice and is only for educational and entertainment purposes.

Hi everyone,
This video is a continuation of my previous RSI video backtesting a Trading strategy presented by Rayner Teo. There is a lot more we can do with this strategy so if you think that is interested please let me know in the comments below.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Check out the prior video here:

https://youtu.be/JvfK4VBX75I

You will find a lot of python concepts here and you will need some Pandas
knowledge and a good understand of Loops. Be kindly invited to check out
the resources on my channel to better follow along.

Credits to macroption providing a very straightforward
step by step approach to calculate the RSI which helped me a lot.

Link to macroption:
https://www.macroption.com/rsi-calculation/

Rayner Teos video:
https://www.youtube.com/watch?v=W8ENIXvcGlQ

#Python #Trading #Backtest #RSI",2021-02-07T22:10:18Z,42814,1357,223,93,1803
68,X9jjyh0p7x8,Logistic Regression in Python - Predicting if the stock market is going Up or Down,"This video is showing how Machine Learning can be used in the stock market. It is showing how a Logistic Regression can help to predict whether the market is going Up or Down. In specific on the S&P 500.
The Logistic Regression is implement in Python using statsmodels. I have also performed this using the sklearn library so if you need any support with that kindly let me know.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

I found this prediction in the book: Introduction to statistical learning with R (ISLR) as I am learning R right now. I can highly recommend this book.

This video is for educational and entertaining purposes. It is no investment advice!

If anything is unclear please drop me a comment. I am happy to help!

#Python #LogisticRegression #MachineLearning #Stockmarket",2021-01-31T21:59:15Z,9266,390,66,82,522
69,cwEORaERl2o,Trading moving averages in Python - Simplest algorithmic trading strategy in Python for beginners,"Disclaimer: This is no investment advice and this video is for educational and entertainment purposes only.

This video is an introduction to algorithmic trading in Python and is showing how to build a simple crossover moving average strategy using Python. Be kindly invited to play a bit around with different Moving averages and time horizon and other assets and as always be kindly invited to ask any further questions or suggestions what you are interested in.

Please subscribe to the channel if you enjoy my content. Thanks a lot in advance :-)


0:00 - 02:03 Explanation of strategy
02:03 - 11:42  Coding the strategy
11:42 - 13:48 Discussing the strategy / Final remarks",2021-01-23T18:03:52Z,10359,367,71,97,509
70,JTD-DSmxfq8,Bitcoin & Stock Price prediction with Python [fbprophet],"This video is an update of my already released video on fbprophet - a time series prediction tool from the Data Science team of Facebook.

First I am going over Bitcoin and in the end considering a stock price.
In the very end you will find seasonalities.

Credits to facebooks Data Science team developing the fbprophet tool.

Documentation: https://facebook.github.io/prophet/docs/quick_start.html

If you enjoy my content or can extract value out of it please subscribe to the channel.

Let's meet in one year and see whether the Prediction is right :-P

Disclaimer: This video is not an investment advice or any recommendation. The purpose of this video is meant to be educational or entertaining. 



#Python #Prediction #TimeSeries",2021-01-18T22:11:24Z,3386,110,18,56,146
71,AUQT0MKpf6Y,5 awesome Jupyter Notebook features,"Hello everyone,

in this video I am sharing some Jupyter Notebook features with you. 
Jupyter Notebook is one of the best environments for beginners, multiple users Did you know all of them? Be kindly invited to let me know :-)

1. Multiline cursor (Alt/Option and pull down)
2. Running other Notebooks inside a notebook (%run ./notebookname.ipynb
3. Change Jupyter theme from light to dark theme
4. Use the autocompletion (Tab Key)
5. Use Markdowns and LateX Code",2021-01-16T18:04:32Z,8958,319,29,35,377
72,5W_Lpz1ZuTI,Trading strategy and Backtest in Python [Momentum of ALL S&P 500 stocks],"Video is for educational and entertainment purposes only. This is not an investment advice!

Prior video on Momentum on the Dow Jones:
https://youtu.be/dnrJ4zwCADM

In this video I am building a trading strategy in Python from scratch. The strategy used is the Momentum strategy. You should have at least basic knowledge of Pandas and maybe have gone through some videos on my Python for Finance playlist to better follow along.
The momentum strategy is based on the findings of Jegadeesh/Titman and the conventional momentum strategy taking the past 12 month skipping the most recent month is just an application of Ken Frenchs approach.

Wikipedia reference:
https://en.wikipedia.org/wiki/List_of_S&P_500_companies

Further reading:
http://mba.tuck.dartmouth.edu/pages/faculty/ken.french/Data_Library/det_mom_factor.html

https://www.jstor.org/stable/2328882?seq=1

Momentum is a hot topic in academics as there is empirical evidence that this strategy is working but there is a discussion about WHY this strategy is working.

The most recent month is skipped due to the 1-month reversal effect. 

If you have any questions please don't hesitate to drop me a comment. 

Want more trading strategies? Please let me know but liking this video and subscribing to the channel.

0:00 - 01:42 Introduction
01:42 - 03:45 Getting stock tickers from the S&P 500
03:45 - 04:27 Requesting the data
04:27 - 05:17 New year wishes while data download (skippable)
05:17 - 06:39 Necessary data manipulations
06:39 - 07:47 Calculating monthly returns
07:57 - 09:06 Calculating past 11 months returns
09:06 - 16:22 Step by step calculation of a 1-month Momentumprofit
16:22 - 19:22 Wrapping all code into a function to prepare for Backtest
19:22 - 21:42  Backtesting the strategy 
21:42 - 27:24 Benchmarking and final thoughts",2021-01-02T11:50:34Z,10009,306,112,72,530
73,HmgmhOpS42A,How to get INDIAN stock prices with Python?,"Check out a better way to pull Indian stock prices in the very beginning of this video:
https://youtu.be/YIsKSQh1xpY

Please be aware that this is not an investment advice and the video is for informational and entertainment purposes only.

This video shows how to get all stock prices for the 30 components of the Sensex (Indian stock market index). I am very interested in the Indian stock market and as observable the performance of some stocks were absolutely insane in the most recent years.

I hope we can exchange a bit in the comments. If you are interested in a more in depth analysis of Indian stocks please let me know.

Link for the bsedata lib:

https://bsedata.readthedocs.io/en/latest/

Check out my Playlist on Python for finance:

https://youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY

Check out my videos on list comprehension and Nested List comprehension:

https://youtu.be/6AVKA8mEY98

https://youtu.be/z35sAlKTFSc",2020-12-28T15:00:00Z,17424,413,58,43,529
74,bNDRiaFyLrs,How to get TWITTER data and analyze it using Python [official API],"Hi everyone,
this video shows how you can get twitter data with the official API.
In the end of this video I am applying some NLP techniques which is
just a code copy from Alex the Analyst with some amendments on my twitter data.

Please check out Alex the Analyst video on more in depth information!

https://www.youtube.com/watch?v=MpIi4HtCiVk&t=113s

Link to twitter dev account:

https://developer.twitter.com/en


Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

0:00 - 01:57  Prerequisites: Twitter Dev Acc, Keys and libraries
01:57 - 04:00 Authentification with the Twitter API
04:00 - 06:49 Functionality of the cursor
06:49 - 07:33 Keyword search
07:33 - 09:55 Getting multiple tweets and properties of those
09:55 - 11:15 Problem of limited requests and possible workarounds
11:15 - 12:50  Getting rid of retweets
12:50 - 13:36 Idea of possible basic analysis of the tweets
13:36 - 17:01 Alex the Analyst NLP Code application on the obtained twitter data",2020-12-22T16:08:30Z,46553,979,178,66,1335
75,LWc-9v8RVwM,Simplified stock price simulation in Python [14 lines of code] using Monte Carlo methods,"Hi everyone,
this video is showing how you can simulate stock prices using Python. The assumptions are simplified and there are a lot of potential possible improvements.

#Python #Finance #Stockpricesimulation",2020-12-19T09:37:25Z,3949,109,12,88,133
76,hfvn99jT1-Y,Conditionals [IF / ELSE] in Pandas - create columns based on conditions,"This video is showing how you can apply simple and multiple conditional statements (if/elif/else) statements in the python library Pandas for data manipulation which is essential for Data analysis, Data Science, Finance and similar fields.

I am using both shown approaches but I highly prefer the list comprehension approach.

Let me know if you have any questions :-)

Check out my pandas playlist and my videos on list comprehensions:

List comprehension:
https://youtu.be/6AVKA8mEY98

A more advanced video on nested list comprehension (matrices):
https://youtu.be/z35sAlKTFSc

Pandas playlist:

https://www.youtube.com/playlist?list=PL9ATnizYJ7f-qc0eDIY081kfqvJduiEkv

0:00 - 02:17 List comprehension approach 2 conditions
02:17 - 04:45 List comprehension approach multiple conditions
04:45 -  07:50 df.loc approach
07:50 - 09:20 Final list comprehension example


#Python #Pandas #Conditionals",2020-12-11T14:59:27Z,10581,199,32,71,263
77,mJTrQfzr0R4,Modern portfolio theory in Python: Efficient Frontier and minimum-variance portfolio,"Hi everyone,
In this video we will construct an efficient frontier including the minimum variance portfolio. I am also showing how you can make portfolio returns and portfolio variance (or the square root: portfolio standard deviation) scalable. That is not only helpful in creating an efficient frontier for multiple assets but also to calculate return / variance of large portfolios.

0:00-0:59 Intro
0:59 - 02:37 Getting price data and normalized (log) returns
02:37 - 03:52 Portfolioweights and Portfolioreturn
03:52 - 06:00 Scalable (algebraic) Portfolioreturn
06:00 - 10:20 Portfoliovariance / standard deviation
10:20 - 12:57 Scalable (algebraic) Portfoliovariance / standard deviation
12:57 - 15:30 Creating random portfolio weights
15:30 - 18:00 Creating a large number of portfolios via loop
18:00 - 20:25 Graphing the efficient frontier
20:25 - 21:10 Interpreting the graph
21:10 - 23:18 Minimum-Variance Portfolio
23:18 - 25:17 Efficient frontier for multiple assets

Theory:
https://www.investopedia.com/terms/m/modernportfoliotheory.asp


Check out my videos on Python for Finance and Pandas to better follow along.

If you have any questions please feel free to drop me a comment.


#Python #Finance #EfficientFrontier #MinimumVariance",2020-12-08T07:41:21Z,7829,255,52,84,359
78,JvfK4VBX75I,Backtesting Rayner Teos 88.89% winning rate Trading strategy in Python,"Hi everyone,

I backtested Rayner Teos 88.89% Winning rate Trading strategy with Python. Be kindly invited to drop me a comment if you have any questions
or want to provide feedback. 
You will find a lot of python concepts here and you will need some Pandas
knowledge and a good understand of Loops. Be kindly invited to check out
the resources on my channel to better follow along.


Important note:
There is a mistake in the for loop at around 24:10. Please check my pinned comment
for a correction below!
Thank you so much to  Lewis Wong for letting me know!

I would love to work on further on this strategy so if you want to participate on that journey please like the video and subscribe the channel :-) Thanks in advance.

Credits and a big thank to Rayner Teo for presenting such an interesting strategy and big credits to macroption providing a very straightforward
step by step approach to calculate the RSI which helped me a lot.

Link to macroption:
https://www.macroption.com/rsi-calculation/

Rayner Teos video:
https://www.youtube.com/watch?v=W8ENIXvcGlQ


0:00 - 01:55 Brief Introduction to the strategy from Rayner Teo
01:55 - 04:02 Getting S&P 500 price data with yfinance
04:02 - 05:57 Calculating the 200 day simple Moving average
05:57 - 07:03 Visualizing the strategies first condition
07:03 - 07:44 Get daily price changes
07:44 - 08:23 Get rid of error messages (chained assignments)
08:23 - 09:01 Quick Summary
09:01 - 10:41 Upmoves
10:41 - 11:43 Downmoves
11:43 - 14:18 Wilder’s Smoothing Method and Exponential Moving Average
14:18 - 15:03 Average Upmove
15:03 - 15:48 Average Downmove
15:48 - 16:28 Relative Strength (RS) Calculation
16:28 - 17:40 Relative Strength Index (RSI) Calculation
17:40 - 18:00 Quick Reminder of the strategy
18:00 - 20:29 Defining Buying Days (Yes/No)
20:29 - 26:21 Profits and Losses Calculation
26:22 - 28:06 Winning Rate Calculation

#Python #Trading #RSI",2020-11-23T22:27:16Z,36506,1026,186,70,1398
79,9SjJ0lNcvL0,How to get a FREE DataCamp Subscription [2 months!],"Hi everyone,
in this video I am showing you a simple way to get a free DataCamp Subscription for full 2 months.
Let me know if this worked for you. You just need a Microsoft Account.

DataCamp is a pretty decent and engaging platform to learn Python from scratch and you find a lot of Data Science resources.

I will release a review in the upcoming weeks where we are exploring some features and I am providing my honest opinion on if DataCamp is worth a paid subscription.

Visit this page and follow my instructions:
visualstudio.microsoft.com/

Wishing you a lot of fun with DataCamp! :-)

Just for the record I am not getting any money from DataCamp nor am I a DataCamp employee but if you want to have an affiliate link to support me just let me know.

Just for the record 2: I am (unfortunately) NOT the guy in the thumbnail.

#DataCamp #Free #Data #Python",2020-11-14T22:33:29Z,6580,58,53,51,164
80,qcnMuUTUop0,Julia Programming [2020] - Learn Julia with me! Watch me learn and FAIL :-),"Hello everyone,
This tutorial-like video is about the programming language Julia.
Julia is pretty hyped in Data Science / Machine Learning right now so let's learn it together and give it a shot.
As said in the beginning this is an off topic video on my channel doing some live learning. In case you like this content please let me know. I had a lot of fun making this video and would love to make a Part 2 in the near future going more into depth here :-)

If you wanna add anything please feel free to drop me a comment.

I am happy to answer every kind of questions!

Please feel free to scribble yourself through the concepts :-)

00:00:00 Introduction & remarks
00:02:10 Video content
00:04:10 Julia Installation
00:07:15 Arithmetic operators / Basic math / mathematical symbols
00:13:00 Integrate Julia to Jupyter Notebook
00:17:00 Variables / Datatypes
00:24:35 Control Flow - If statement
00:29:35 Difference between print / println
00:31:05 User Input
00:33:50 String to Integer typecast / conversion
00:36:05 Control Flow - For loop
00:42:30 Looping through an array
00:46:40 Control Flow - while loop
00:51:20 FizzBuzz Explanation
00:52:05 FizzBuzz in Julia
01:00:55 Nested loops
01:02:00 Star print pattern with nested loops
01:05:29 Triangle pattern 
01:06:30 Inverted Triangle pattern
01:09:06 Functions
01:10:20 return statement in a function
01:11:06 Recursive function

#Julia #Programming #Beginner",2020-11-11T21:40:40Z,630,24,2,75,28
81,U1LW3ceHm0I,How to get [and visualize] the yearly returns of any worldwide asset in Python,"This video is giving you an idea how to create a Python tool for screening the past yearly returns of any asset. No matter if that is a single stock, an equity index, an ETF or Cryptocurrency like Bitcoin. This is also giving you an idea how to improve visualizations by applying some common matplotlib techniques. 

I made this tool because I was tired always searching and filtering for yearly returns when screening assets.

I hope you find this helpful and have fun with that!
Be kindly invited to further work on that tool and let me know your results.
If you have any questions or problems please don't hesitate to drop me a comment.

Mentioned site:
https://www.macrotrends.net/1319/dow-jones-100-year-historical-chart

0.00- 04:30 Get yearly returns of an Asset
04:30 - 12:55 Visualisation
12:55 - 16:20 Testing and having fun with the tool

Check out my Python for finance playlist:
https://www.youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY



#Python #PythonforFinance #Stockmarket",2020-10-31T15:46:03Z,867,44,4,78,52
82,4b3LwICnnxc,Value at Risk [VaR] and VaR of a Portfolio in Python,"This video is showing how to calculate the Value at risk (VaR) of a portfolio containing multiple assets.
The Value at risk is an important risk measure and is used in finance / banking , risk and Data Science related fields.

It starts with explaining how the Value at risk is calculated in Python, then applies this calculation to a two asset portfolio and then uses the covariance variance method to calculate the Value at risk again to make it scalable.

In the end I am pulling real stock prices to calculate the Value at Risk of a stock portfolio.

This video is not explaining the concept of the Value at risk in general and is just a technical implementation using Python. The method I am using is the so called
Variance-Covariance-Method.

For more information on Value at risk:

https://www.investopedia.com/terms/v/var.asp

If you have any questions please feel free to drop me a comment.

My playlist Python for finance where you find stuff like pulling free stock prices and calculating returns and many more:

https://www.youtube.com/playlist?list=PL9ATnizYJ7f9pCPBzr-isv0_R3E6OW6YY

Some helpful resources to better follow along the video:

https://www.investopedia.com/terms/p/portfolio-variance.asp

https://www.investopedia.com/ask/answers/041715/what-variancecovariance-matrix-or-parametric-method-value-risk-var.asp

Very good resource with a different way of calculation but a very good
explanation of the vector matrix multiplication:

https://financetrain.com/analytical-approach-to-calculating-var-variance-covariance-method/

#Python #Finance #VaR #ValueatRisk #Risk",2020-10-23T06:48:11Z,3491,89,27,52,143
83,dnrJ4zwCADM,How to build a trading strategy [Momentum] with Python?,"In this video I am building a trading strategy in Python from scratch. The strategy used is the Momentum strategy. You should have at least basic knowledge of Pandas and maybe have gone through some videos on my Python for Finance playlist to better follow along.
The momentum strategy is based on the findings of Jegadeesh/Titman and the conventional momentum strategy taking the past 12 month skipping the most recent month is just an application of Ken Frenchs approach.

Further reading:
http://mba.tuck.dartmouth.edu/pages/faculty/ken.french/Data_Library/det_mom_factor.html

https://www.jstor.org/stable/2328882?seq=1

Momentum is a hot topic in academics as there is empirical evidence that this strategy is working but there is a discussion about WHY this strategy is working.

There is way more potential to extend this strategy and backtest it. If you are giving me some feedback on this video I can upload additional stuff like long term backtests and stock recommendation systems based on past performance. 

The most recent month is skipped due to the 1-month reversal effect. 

If you have any questions please don't hesitate to drop me a comment. 

0:00 - 01:50 Strategy explanation
01:50 - 04:24 Getting ticker Symbols for the Dow Jones
04:34 - 06:51 Getting prices for the components
06:51 - 08:24 Getting monthly returns
08:24 - 10:06 Calculate past 11 month returns
10:06 - 11:32 Portfolio formation
11:32 - 12:18 Get 12 month past performance skipping most recent month
12:18 - 15:22 Applying quintiles (5-quantile) to returns
15:22 - 16:22 Defining winners and losers
16:22 - 19:14 Calculting the strategy return
19:14 - 20:54 Benchmark comparison (DJI)
20:54 - 22:24 Summary of all steps in Spyder
22:24 - 22:53 Discussion the strategy/remarks


#Python #Trading #Momentum",2020-10-13T19:00:43Z,17597,428,136,55,700
84,VUrmKQOa3bM,Python currency converter - how to convert currencies with Python?,"Hi everyone,
in this video i am introducing the python forex module. A pretty straightforward module useful for any business dealing with forex or foreign currencies.

In case you have any questions or problems let me know.

#Python #Forex #Currencyconverter",2020-10-04T08:50:10Z,3152,43,10,66,63
85,B6O-mirYfWw,Multiple Linear Regression in Python with SKLEARN,"This video is showing how to implement a linear regression using sci-kit learn using the boston house price dataset which is an included dataset for practicing Machine Learning Algorithms. The dataset is suitable for regression tasks.

Also covered is the Mean squared error by hand and R-squared by hand.
To better follow along I recommend to watch the video on the simple linear regression on this channel first and also the video on the R-squared.


If you have any questions or issues don't hesitate to drop me a comment.


0:00 - 2:45 Understanding the data & define independent/dependent variable
2:45 - 5:20 Training and testing data split
5:20 - 6:20 Building the model
6:20 - 7:30 Comparison of predicted and actual y values
7:30 - 08:32 Mean squared error
08:32 -10:30 R-squared
10:30-12:50 Understanding the model

Video on simple linear regression:
https://youtu.be/iyfk62n7Lz8

Video on R-Squared:
https://youtu.be/15XH4ATeFmU
 

#Python # DataScience #sklearn",2020-09-30T16:08:10Z,995,25,0,49,25
